GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FT_per,twoP_per,TP_per,blk_per,stl_per,ftr,ast/tov,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),drtg,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,treb,ast,stl,blk,pts,posicion,ronda,altura_cm,rango_pick
35,61.5,114.5,16.5,63.1,63.59,13.7,21.8,6.8,23.4,0.624,0.631,0.0,3.8,1.1,47.5,0.59675967,0.7377,0.4035,97.5058,192.084,6.44636,2.91026,3.5361,3.8576,25.5714,1.65791,2.19969,8.2857,1.0571,0.5143,0.9714,7.9714,C,ND,208.3,ND
34,81.5,115.3,23.3,55.8,58.85,4.4,12.2,18.2,15.8,0.75,0.506,0.432,0.8,2.6,31.7,1.44773166,0.6538,0.3303,96.1993,201.076,6.4425,4.88895,1.55354,7.09681,32.9706,5.32884,1.76797,4.6765,2.8529,1.3824,0.2353,15.0588,Combo G,ND,193.0,ND
35,82.4,106.6,19.7,47.9,50.25,7.8,11.3,17.2,15.4,0.637,0.484,0.294,0.7,2.7,29.1,1.62960005,0.6719,0.3267,90.2722,194.232,6.4408,2.55682,3.88398,5.76433,32.8611,2.32154,3.44279,5.1944,2.4444,1.4167,0.1944,10.1944,Wing G,ND,200.7,ND
35,86.6,125.6,18.2,57.0,61.75,3.3,8.8,11.4,10.1,0.854,0.527,0.41,0.5,2.3,35.2,1.81578701,0.8413,0.3659,108.685,191.725,6.43833,6.77333,-0.334997,6.24892,34.6286,5.81827,0.430649,3.5714,1.9714,1.3714,0.1714,15.2,Wing G,ND,195.6,ND
34,57.2,122.4,13.0,56.4,60.14,4.9,16.6,6.1,11.5,0.827,0.556,0.378,1.2,1.1,29.1,1.40905589,0.5455,0.6667,103.839,150.482,6.43269,4.87295,1.55974,4.38524,23.8235,2.79694,1.5883,4.5588,0.9118,0.4706,0.2647,7.2059,Stretch 4,ND,203.2,ND
19,56.5,103.4,21.6,53.3,51.05,11.1,23.6,17.9,17.6,0.326,0.533,0.0,6.7,1.7,28.7,1.45158131,0.5949,0.4648,91.5213,107.152,6.4305,0.962846,5.46765,4.80092,25.0,1.59142,3.2095,7.3684,2.3684,0.7368,1.3684,9.1579,PF/C,ND,200.7,ND
31,81.4,96.5,25.9,45.5,48.86,10.2,16.2,16.5,19.9,0.632,0.45,0.313,3.3,2.7,40.6,0.83697815,0.5371,0.301,93.2124,212.457,6.43048,2.11376,4.31672,5.31624,32.7097,2.94168,2.37456,7.7742,2.4839,1.5484,0.9355,14.0645,Wing F,ND,200.7,ND
32,77.8,111.4,18.1,56.2,58.08,5.5,11.4,14.0,14.4,0.735,0.539,0.389,2.2,4.5,20.3,1.66655728,0.6575,0.2821,91.1801,182.455,6.43013,3.67376,2.75637,5.69529,31.25,3.12458,2.57071,3.7188,2.0312,2.0938,0.5938,9.5938,Combo G,ND,195.6,ND
34,94.5,112.3,25.9,51.5,58.53,2.6,8.3,22.7,18.6,0.85,0.43,0.408,0.5,2.6,48.1,1.33009828,0.5417,0.3546,96.6029,222.372,6.42743,5.36085,1.06658,7.73847,38.2353,5.76072,1.97775,3.5,4.0294,1.6471,0.1765,18.7353,Scoring PG,ND,190.5,ND
19,35.1,104.1,18.4,42.4,46.44,8.9,16.0,14.3,14.0,0.73,0.443,0.256,3.1,2.2,28.2,1.70007596,0.587,0.2927,96.9168,91.0295,6.42578,2.67434,3.75144,5.05314,24.7895,1.96685,3.08629,5.3684,1.7895,0.8947,0.7368,7.2632,Stretch 4,ND,200.7,ND
28,86.3,113.5,24.5,61.4,63.11,7.1,16.3,15.7,19.7,0.667,0.648,0.283,4.1,3.4,50.8,0.77216989,0.7014,0.3958,100.323,208.359,6.41806,3.20082,3.21724,7.4604,34.8214,4.98833,2.47207,7.1429,2.1786,1.9643,1.3929,17.1786,Wing G,ND,195.6,ND
32,50.1,110.2,18.3,56.0,57.32,7.3,10.9,7.1,17.2,0.605,0.569,0.364,0.9,2.7,43.4,0.72222222,0.625,0.4138,95.1978,129.404,6.4173,3.81512,2.60218,5.16632,21.0,1.89585,3.27047,3.4062,0.8125,0.9688,0.1875,7.5625,Wing G,ND,200.7,ND
32,75.6,107.6,18.7,53.6,55.62,3.2,13.6,10.7,17.8,0.734,0.504,0.37,1.8,2.2,19.3,0.96774194,0.5875,0.3721,94.4383,206.175,6.41613,3.09366,3.32247,5.7421,31.3125,2.88688,2.85522,5.1875,1.875,1.2812,0.5625,12.5625,Wing G,ND,195.6,ND
33,75.9,119.5,11.6,57.4,59.3,3.8,8.6,4.7,10.0,0.756,0.487,0.395,2.1,1.7,20.1,1.27268638,0.6111,0.381,105.775,175.226,6.41598,3.50988,2.9061,4.64707,32.7879,2.5188,2.12827,3.5758,0.8485,0.9394,0.6364,8.8182,Wing G,ND,200.7,ND
33,76.1,120.0,12.8,54.6,57.01,2.0,9.5,11.7,12.8,0.745,0.478,0.382,0.8,1.9,23.2,2.38705545,0.7083,0.3488,102.22,185.246,6.4078,4.99851,1.40929,4.64944,32.7273,2.92779,1.72166,3.3939,2.2424,1.0909,0.2424,9.0909,Combo G,ND,195.6,ND
31,82.3,112.0,25.4,56.9,60.59,5.2,15.2,15.4,17.2,0.821,0.558,0.388,2.2,1.4,30.2,0.9367054,0.75,0.3937,99.5518,195.307,6.40396,4.58982,1.81414,7.09794,34.0968,6.0779,1.02003,6.3871,2.3871,0.8387,0.6129,18.1935,Wing G,ND,195.6,ND
31,61.2,124.4,15.5,59.9,63.64,0.6,4.3,13.7,15.1,0.932,0.361,0.436,0.3,1.6,22.9,1.90007239,0.5,0.25,99.6924,116.868,6.40271,5.71123,0.691481,6.58605,24.6774,4.16417,2.42188,1.0968,1.8387,0.6452,0.0645,8.7419,Scoring PG,ND,182.9,ND
29,76.8,113.6,20.1,55.9,59.87,3.5,13.2,16.7,18.3,0.696,0.536,0.396,1.0,2.9,62.2,1.37097144,0.6977,0.3284,94.4419,198.074,6.40087,3.63254,2.76833,6.24225,34.1724,3.49722,2.74502,4.9655,2.931,1.6897,0.3103,13.5862,Wing G,ND,195.6,ND
35,86.5,124.9,24.7,55.0,59.99,3.5,9.3,28.4,16.9,0.829,0.487,0.42,0.1,1.8,38.3,2.21588511,0.6098,0.359,104.504,190.272,6.40013,6.79787,-0.397745,6.58039,34.7143,6.4724,0.107999,3.8,5.5714,1.0857,0.0286,17.3429,Scoring PG,ND,182.9,ND
33,63.4,121.0,12.6,63.3,63.88,9.6,14.5,7.5,17.6,0.64,0.633,0.0,6.2,2.4,33.3,1.05881774,0.7573,0.3478,96.0885,191.751,6.39969,1.39948,5.00021,3.87898,28.1515,1.01093,2.86805,5.9697,1.0909,1.1212,1.6364,6.7273,PF/C,ND,200.7,ND
37,79.0,114.0,20.6,49.0,53.37,2.1,9.1,16.5,12.6,0.822,0.503,0.321,0.3,1.7,27.4,2.10413947,0.6849,0.3243,91.2714,180.74,6.39952,4.67627,1.72325,6.30163,31.5946,3.96868,2.33295,2.973,2.7297,0.8378,0.0811,12.0,Combo G,ND,188.0,ND
31,69.2,103.4,24.5,50.3,50.79,14.1,37.3,19.4,20.6,0.522,0.56,0.079,2.0,2.1,22.6,1.30859634,0.6524,0.3708,84.3562,232.66,6.39627,0.673346,5.72292,5.62519,27.7059,2.35985,3.26534,13.2059,3.1176,1.0588,0.5588,11.0882,PF/C,ND,195.6,ND
29,59.7,120.6,16.7,59.0,62.06,2.6,9.1,9.8,13.2,0.783,0.531,0.424,0.1,2.1,31.2,1.41927033,0.6727,0.3333,100.863,133.634,6.3925,4.22888,2.16361,5.06926,28.8276,2.92902,2.14024,3.0345,1.5172,1.0,0.0345,10.8621,Combo G,ND,188.0,ND
28,64.1,111.6,20.7,56.5,59.03,8.6,14.4,15.6,16.1,0.677,0.588,0.333,2.2,2.4,44.2,1.25003181,0.7826,0.4396,96.4707,157.754,6.39198,3.60155,2.79043,5.25109,30.0,3.06102,2.19008,5.4643,1.9643,1.1071,0.5714,11.0714,Wing F,ND,200.7,ND
32,61.3,117.1,19.8,55.2,60.14,12.1,17.4,5.9,16.8,0.732,0.571,0.269,2.9,0.9,61.5,0.5490024,0.7542,0.3218,96.7265,169.01,6.39128,3.72381,2.66747,5.37127,28.5312,3.20403,2.16724,7.1562,0.875,0.4375,0.7188,11.2188,PF/C,ND,203.2,ND
35,88.6,118.0,34.8,54.4,61.28,2.4,10.7,34.2,17.1,0.876,0.469,0.424,0.2,3.1,47.0,1.38638173,0.5526,0.366,110.164,229.745,6.3907,8.67404,-2.28334,7.66961,35.8,8.57524,-0.905624,3.8286,5.2286,1.9714,0.0571,26.5143,Pure PG,ND,180.3,ND
32,85.4,124.9,22.2,56.9,63.38,6.6,18.5,9.8,12.0,0.854,0.537,0.405,1.0,1.5,51.9,1.0,0.6148,0.3971,109.752,186.542,6.39056,6.45078,-0.0602238,6.92484,34.4375,6.87427,0.0505695,7.125,1.5312,0.875,0.3438,16.9375,Wing F,ND,198.1,ND
33,69.2,117.6,19.8,57.7,59.96,7.7,23.1,14.8,18.2,0.808,0.57,0.391,2.0,1.2,19.0,1.32723347,0.6761,0.4881,95.8206,187.593,6.38987,3.93583,2.45405,5.92297,27.7879,3.96992,1.95305,7.6061,2.2121,0.5758,0.6364,10.8182,PF/C,ND,210.8,ND
31,80.6,106.9,28.9,49.2,55.38,2.6,15.6,20.0,15.5,0.843,0.475,0.356,0.1,3.6,38.8,1.13255392,0.5882,0.4234,93.0853,229.494,6.38667,3.66772,2.71895,7.93922,35.3548,4.28305,3.65616,5.5484,3.0323,2.129,0.0323,19.4194,Combo G,ND,190.5,ND
34,79.9,104.1,20.2,41.8,45.58,11.0,12.3,18.8,18.8,0.595,0.42,0.277,2.2,2.7,46.8,1.61908357,0.5455,0.1364,96.1152,188.569,6.38561,3.78708,2.59853,4.48251,31.9412,2.59472,1.88779,6.3235,3.0,1.3235,0.5588,9.1765,Wing G,ND,195.6,ND
27,70.9,116.4,30.0,59.1,61.74,12.1,18.9,17.9,14.6,0.662,0.63,0.276,0.9,3.3,68.6,0.89060918,0.7024,0.4,101.505,181.814,6.38484,6.76541,-0.380567,7.12119,31.8889,7.56997,-0.448777,8.1481,2.1111,1.7778,0.2963,19.8889,Wing G,ND,195.6,ND
12,12.7,108.5,21.9,62.7,60.22,9.2,15.0,9.1,18.8,0.4,0.627,0.0,5.2,4.1,29.4,0.63630412,0.8,0.381,92.2822,37.2381,6.38055,2.21422,4.16633,3.28918,13.5,0.00514263,3.28404,2.75,0.5833,0.9167,0.5833,5.8333,C,ND,210.8,ND
29,75.1,117.9,21.4,58.4,64.03,8.5,20.0,10.2,17.7,0.863,0.526,0.465,2.2,1.2,44.1,0.73016019,0.642,0.4435,104.689,171.821,6.37973,4.83654,1.54319,6.25285,31.9655,5.30216,0.950685,8.069,1.5862,0.6897,0.6552,15.8621,Stretch 4,ND,200.7,ND
31,62.6,101.1,21.9,45.2,48.25,4.6,13.5,21.4,16.2,0.684,0.446,0.306,4.3,1.8,27.0,1.71434902,0.5965,0.36,97.806,152.643,6.37955,1.6643,4.71526,6.32245,26.9677,2.92192,3.40053,4.2581,2.7097,0.8065,1.0645,9.871,Stretch 4,ND,200.7,ND
34,75.4,115.1,16.6,59.2,64.03,9.7,13.1,5.2,21.1,0.782,0.595,0.0,6.2,1.5,55.6,0.41935837,0.7217,0.4375,97.2376,196.132,6.37467,2.25659,4.11809,5.90723,30.1471,2.70496,3.20228,6.5,0.7647,0.7647,2.0294,10.6176,C,ND,208.3,ND
34,74.9,98.4,17.8,50.0,51.59,4.9,13.0,22.1,27.5,0.627,0.441,0.387,0.3,4.6,23.2,1.45004032,0.58,0.3333,91.0883,210.915,6.37356,1.91852,4.45504,4.65201,30.1765,0.194763,4.45725,4.3529,3.4118,2.2059,0.0882,7.4118,desconocido,ND,175.3,ND
32,28.8,115.0,18.2,52.3,54.63,8.5,15.6,10.5,13.5,0.694,0.515,0.367,2.4,1.8,27.1,1.42101717,0.6286,0.4559,92.7977,87.3459,6.3722,3.42518,2.94702,4.92329,13.7188,2.54947,2.37383,2.9375,0.8438,0.4375,0.3125,5.125,Wing F,ND,198.1,ND
35,72.7,115.0,23.6,59.5,60.61,13.3,18.7,8.7,16.3,0.623,0.609,0.28,4.8,0.7,46.0,0.62854999,0.7091,0.4019,98.8758,204.5,6.37105,3.61628,2.75477,6.26687,29.0857,4.48003,1.78684,8.9429,1.2571,0.3429,1.3714,14.8571,C,ND,208.3,ND
34,57.9,113.9,13.7,55.3,56.37,9.8,10.8,4.9,18.7,0.647,0.529,0.419,2.1,1.0,19.0,0.68573928,0.58,0.3333,100.266,127.819,6.36771,4.08826,2.27945,3.52291,23.8235,1.96526,1.55765,4.2941,0.7059,0.4118,0.4706,6.4706,desconocido,ND,203.2,ND
35,76.5,123.3,24.1,55.7,62.1,1.4,9.2,23.2,13.5,0.875,0.476,0.421,0.2,1.9,45.2,2.19050003,0.5619,0.3659,108.407,176.267,6.36414,7.4654,-1.10126,7.62001,30.9143,7.26118,0.358822,2.8857,3.9429,1.0286,0.0571,16.7714,Scoring PG,ND,190.5,ND
28,72.7,118.6,21.8,56.7,59.57,2.3,10.2,19.1,14.2,0.795,0.518,0.418,0.4,2.3,25.1,1.75004038,0.5507,0.5,103.135,165.43,6.36286,6.57897,-0.21611,6.78547,35.3214,6.23222,0.553244,3.75,3.25,1.3571,0.1429,16.7143,Combo G,ND,193.0,ND
33,95.3,125.1,29.0,56.3,63.04,1.5,13.0,29.8,15.3,0.883,0.505,0.418,0.1,2.6,47.3,1.85565091,0.6154,0.359,107.811,225.039,6.35827,7.9632,-1.60493,8.91314,38.9697,8.83347,0.079668,4.9394,5.4545,1.697,0.0303,24.4242,Scoring PG,ND,188.0,ND
31,24.4,116.7,19.7,58.5,63.55,10.9,16.5,6.1,17.3,0.78,0.642,0.278,5.9,3.2,57.7,0.5000969,0.8,0.5,92.9192,64.996,6.35492,1.8826,4.47232,4.60438,9.8387,0.912197,3.69218,2.1613,0.2581,0.4839,0.5161,3.7097,PF/C,ND,208.3,ND
27,70.6,107.2,23.2,53.4,55.35,8.1,13.3,24.4,19.4,0.627,0.528,0.412,2.3,2.7,38.5,1.50004082,0.6571,0.3611,100.283,168.183,6.3468,3.98577,2.36103,5.47148,31.3704,4.02051,1.45097,5.8519,3.6667,1.4444,0.7037,12.8519,Wing G,ND,195.6,ND
34,76.5,108.1,21.0,50.0,53.39,4.9,13.9,12.4,13.2,0.674,0.495,0.339,0.6,3.2,40.7,1.204066,0.637,0.1613,97.1368,204.926,6.34556,3.91008,2.43548,6.32477,31.1765,3.48387,2.8409,4.6765,1.7353,1.6471,0.1765,12.4412,Wing G,ND,195.6,ND
30,84.4,109.9,24.5,51.7,53.89,7.5,15.1,26.0,14.7,0.586,0.561,0.226,7.9,3.0,59.2,2.09092899,0.6279,0.4578,101.922,186.721,6.34501,2.52404,3.82097,5.30369,34.3333,2.87064,2.43304,5.4333,3.8333,1.5,2.2,12.2,Wing F,ND,198.1,ND
33,83.1,113.7,21.6,55.6,59.03,3.7,12.6,9.2,13.5,0.835,0.514,0.403,1.0,1.8,24.8,0.85180888,0.6196,0.4322,96.9002,199.875,6.3372,4.51231,1.82489,6.65016,33.3636,4.98799,1.66217,5.0303,1.3939,1.0303,0.303,15.6364,Wing G,ND,198.1,ND
31,74.8,111.0,21.5,51.4,53.7,1.1,10.2,19.0,11.9,0.783,0.473,0.371,1.6,2.6,16.8,2.0,0.6515,0.3707,94.1335,171.476,6.33655,4.20196,2.13459,7.02179,31.0,4.00965,3.01214,3.0968,2.6452,1.3226,0.4839,13.3548,Combo G,ND,188.0,ND
35,73.6,105.9,21.6,51.9,55.26,8.5,14.9,10.4,18.0,0.691,0.525,0.0,5.3,1.3,39.9,0.74996144,0.7034,0.3602,92.0864,205.158,6.33435,1.52039,4.81396,6.31286,29.6571,2.9251,3.38777,6.5143,1.4571,0.6286,1.5143,11.5714,C,ND,203.2,ND
35,76.8,111.8,24.6,53.7,58.34,0.8,9.7,28.3,18.4,0.818,0.518,0.367,0.3,3.2,35.1,1.83724717,0.6304,0.3662,96.3949,203.931,6.33379,5.21485,1.11894,7.46292,31.1714,5.09922,2.3637,2.8286,4.5143,1.7429,0.0857,15.1714,Scoring PG,ND,185.4,ND
26,61.9,121.6,18.7,57.2,62.49,5.8,16.3,9.2,14.5,0.846,0.521,0.418,0.3,1.6,41.7,1.0,0.6964,0.275,100.648,116.274,6.33257,5.43778,0.894787,6.57219,25.0,5.44066,1.13153,4.7692,1.1538,0.6923,0.0769,10.7692,Wing F,ND,200.7,ND
13,35.2,98.8,20.3,51.5,52.8,4.1,19.8,13.1,17.9,0.606,0.551,0.309,2.9,2.4,24.8,1.0,0.6667,0.4118,85.8943,94.4807,6.33239,1.44136,4.89104,5.69392,35.1538,2.10929,3.58463,7.0,2.0,1.3077,0.8462,12.0769,Wing F,ND,203.2,ND
23,71.3,122.7,17.7,61.6,63.41,5.1,19.4,12.5,12.8,0.717,0.595,0.442,5.9,1.9,31.5,1.4642857,0.6795,0.4211,92.7837,135.75,6.3307,2.55682,3.77388,6.08989,28.48,3.74347,2.34642,5.72,1.64,0.88,1.24,10.92,Stretch 4,ND,203.2,ND
31,68.6,109.4,27.6,59.0,62.53,8.0,18.2,13.0,19.0,0.771,0.606,0.317,3.4,2.3,39.9,0.60001551,0.6559,0.3,87.5558,197.717,6.32744,2.48884,3.8386,7.13523,28.5484,3.72613,3.4091,6.3548,1.5484,1.129,0.8387,15.7419,Wing F,ND,205.7,ND
33,75.3,111.6,17.7,61.5,59.81,10.0,16.4,2.5,15.1,0.514,0.615,0.0,13.9,1.2,62.8,0.27270681,0.7639,0.3537,87.3911,211.365,6.32671,-0.528403,6.85512,4.35997,30.5758,1.02695,3.33303,7.0606,0.3636,0.5758,3.5152,10.6364,C,ND,203.2,ND
30,84.4,111.1,28.6,50.0,54.94,1.9,16.8,32.3,17.5,0.904,0.472,0.348,0.9,3.1,25.9,1.94443337,0.5825,0.3444,98.2397,226.593,6.31342,5.06921,1.24421,6.57115,34.1667,5.15916,1.41198,6.0667,5.8333,1.8333,0.3,18.1,Scoring PG,ND,185.4,ND
22,70.1,108.8,35.1,49.5,57.51,3.6,6.9,36.8,19.6,0.85,0.47,0.358,0.6,3.2,52.5,1.27379384,0.5591,0.3099,105.988,120.225,6.31172,6.65064,-0.338916,6.88839,31.8636,6.56433,0.324056,2.8182,4.8636,1.7727,0.1818,20.7727,Pure PG,ND,185.4,ND
34,80.2,103.9,28.8,47.8,52.97,2.2,14.8,19.6,17.7,0.733,0.483,0.316,2.3,2.4,44.7,1.01098445,0.6705,0.3496,98.1702,202.085,6.30988,4.35307,1.95681,7.68635,32.0882,5.52372,2.16263,4.4706,2.7059,1.2647,0.6176,16.4706,Wing G,ND,193.0,ND
36,69.3,117.7,20.2,53.4,59.94,6.2,18.7,5.8,16.9,0.811,0.394,0.484,1.7,1.3,54.1,0.53447957,0.4947,0.2667,91.1215,201.632,6.30564,4.41749,1.88815,7.00747,27.9167,4.97421,2.03326,6.25,0.8611,0.6111,0.4722,12.3056,Wing F,ND,205.7,ND
31,67.5,114.5,25.6,48.5,57.24,10.9,22.0,11.9,15.4,0.792,0.497,0.305,2.6,1.3,70.7,0.90908581,0.6373,0.3067,96.7547,167.407,6.30355,4.53598,1.76757,5.88044,27.2258,4.18532,1.69513,7.4516,1.6129,0.5806,0.6129,12.7742,PF/C,ND,208.3,ND
22,49.4,106.9,26.0,46.6,53.4,8.5,12.9,20.5,19.4,0.705,0.449,0.361,1.4,4.7,68.8,1.15684573,0.5567,0.2712,90.2773,133.352,6.30329,2.96555,3.33774,5.69043,28.9545,2.52377,3.16665,4.9091,2.6818,2.1364,0.4091,12.3636,Combo G,ND,188.0,ND
32,67.8,109.6,18.5,53.4,55.21,12.4,19.4,8.8,17.8,0.638,0.537,0.0,7.5,2.4,31.5,0.83333333,0.7603,0.2609,89.4834,195.536,6.30308,-0.0330178,6.3361,3.69223,27.3125,0.741343,2.95088,7.7188,1.25,1.0938,1.625,8.6875,PF/C,ND,200.7,ND
34,76.4,115.4,16.7,55.0,58.14,1.0,8.3,17.0,13.0,0.845,0.425,0.421,0.4,1.9,21.5,2.55562901,0.58,0.3333,93.3948,166.407,6.30037,3.88082,2.41955,5.65786,30.7647,2.53354,3.12432,2.4706,2.7059,0.9118,0.1176,10.1765,desconocido,ND,190.5,ND
34,87.4,101.8,23.8,48.3,51.56,1.4,13.2,18.4,14.1,0.71,0.502,0.298,0.6,3.4,29.2,1.47688036,0.64,0.3924,90.8752,234.483,6.29864,2.21871,4.07993,6.08316,34.9706,1.70766,4.3755,4.0882,2.8235,1.9118,0.1471,14.6471,Combo G,ND,190.5,ND
34,76.6,107.6,25.3,50.5,52.75,14.7,28.0,16.9,17.9,0.612,0.508,0.0,2.3,1.4,39.7,1.10587997,0.6126,0.3955,99.0249,235.308,6.29329,3.01865,3.27464,4.94857,30.8529,3.74273,1.20584,11.8235,2.7647,0.7647,0.6765,13.6471,C,ND,208.3,ND
23,47.3,109.7,19.8,55.1,55.97,2.4,11.4,23.0,17.1,0.585,0.536,0.378,2.3,3.3,31.9,1.96968222,0.6383,0.4211,93.4711,111.902,6.29136,3.39814,2.89322,6.97013,25.913,3.3002,3.66994,2.913,2.8261,1.3913,0.5217,9.3043,Scoring PG,ND,185.4,ND
36,61.0,126.8,14.6,59.9,60.54,12.7,21.7,7.5,11.2,0.594,0.599,0.0,4.4,0.8,69.7,1.44456625,0.6609,0.4054,92.8241,185.153,6.29008,2.75021,3.53988,4.57781,24.5946,2.83623,1.74157,7.9189,1.0541,0.3514,1.027,6.9189,C,ND,208.3,ND
33,33.7,106.1,16.0,47.0,48.95,14.0,22.9,5.3,14.7,0.537,0.47,0.0,9.6,1.0,54.0,0.66654445,0.8108,0.2698,91.009,104.202,6.28753,0.331102,5.95643,3.53051,13.4848,-0.195636,3.72615,4.2424,0.3636,0.2424,1.2121,3.7273,C,ND,213.4,ND
29,78.3,107.8,16.3,48.3,52.56,4.0,14.5,10.9,14.3,0.786,0.46,0.331,1.6,2.3,29.8,1.4615385,0.5156,0.3043,96.6789,179.854,6.28536,2.90278,3.38258,5.15415,31.1,2.32873,2.82541,5.1667,1.9,1.2333,0.4333,9.7,Wing G,ND,198.1,ND
36,77.0,107.8,23.4,47.0,51.13,8.8,26.0,12.7,14.6,0.774,0.484,0.288,2.1,1.1,28.9,1.16665006,0.6985,0.3367,94.6399,257.396,6.27436,3.05311,3.22125,5.03438,30.8889,2.9057,2.12868,10.4444,2.3333,0.6389,0.5556,14.8611,PF/C,ND,203.2,ND
18,64.8,125.1,18.1,57.4,61.32,7.4,15.1,13.2,10.3,0.766,0.6,0.292,1.5,1.0,43.0,2.05559993,0.7067,0.44,99.9974,98.0613,6.27376,4.4503,1.82346,6.70633,32.2222,5.0764,1.62993,5.9444,2.0556,0.5556,0.3889,12.2222,Wing G,ND,188.0,ND
35,72.6,114.6,19.6,52.5,53.93,2.2,9.9,29.8,16.5,0.609,0.443,0.399,0.6,3.3,29.2,2.77188988,0.52,0.3538,92.5169,201.037,6.27255,3.72992,2.54263,6.12047,29.2286,2.36463,3.75584,3.2857,4.5143,1.6571,0.1714,10.4571,Pure PG,ND,185.4,ND
33,81.3,114.6,16.3,59.7,60.3,2.4,12.6,19.3,21.5,0.61,0.573,0.432,0.6,2.4,34.5,2.02898287,0.6403,0.2,94.6826,212.13,6.27254,3.93133,2.34121,5.60488,32.6364,3.1614,2.44347,4.4848,4.2424,1.4242,0.2121,10.1212,Combo G,ND,190.5,ND
35,79.4,105.9,24.2,54.1,56.48,5.7,23.8,11.9,17.2,0.692,0.519,0.384,8.3,1.5,30.0,0.77110566,0.75,0.3671,93.7059,273.245,6.25918,1.41697,4.84221,5.74986,31.8571,3.03401,2.71585,8.6857,1.8286,0.8286,2.6,16.0,PF/C,ND,203.2,ND
31,49.6,115.3,13.4,52.4,53.32,10.7,16.8,8.9,11.6,0.551,0.521,0.5,3.6,1.9,39.8,1.646973,0.6301,0.3542,94.4873,123.233,6.25604,2.04179,4.21426,3.77042,19.9355,0.783427,2.98699,4.9355,0.9032,0.6452,0.6129,5.0323,PF/C,ND,205.7,ND
37,32.6,115.3,18.0,63.4,63.9,9.3,19.7,6.5,18.6,0.667,0.655,0.4,2.5,1.5,15.7,0.57135305,0.7174,0.5789,87.0296,104.325,6.2549,2.9685,3.28641,6.48081,13.4865,3.03345,3.44736,3.3243,0.4324,0.3514,0.2703,4.973,Stretch 4,ND,195.6,ND
34,72.2,101.9,23.5,47.1,54.91,6.3,21.2,16.0,20.3,0.796,0.537,0.24,4.9,2.6,57.0,0.93331521,0.7176,0.3377,91.0149,216.511,6.25437,1.19356,5.06081,5.66431,29.2059,2.0051,3.65921,6.2941,2.0588,1.2059,1.2353,10.5882,Stretch 4,ND,205.7,ND
36,83.5,124.1,16.6,58.1,58.75,0.6,9.5,18.2,12.7,0.697,0.442,0.417,0.4,1.1,9.4,2.85703274,0.6875,0.2963,105.797,178.076,6.25184,6.19398,0.0578572,6.10508,33.8611,5.08128,1.0238,2.8889,3.3333,0.6389,0.1111,12.0,Combo G,ND,198.1,ND
39,84.6,105.8,22.7,48.3,52.15,3.2,14.5,15.1,16.6,0.832,0.453,0.358,0.8,1.5,23.1,1.23813719,0.6854,0.3612,92.3492,233.578,6.24962,3.4941,2.75553,5.59776,33.8462,3.33064,2.26712,4.9744,2.6667,0.8462,0.2308,14.5128,Wing G,ND,198.1,ND
26,66.8,105.0,14.9,54.9,56.18,3.8,12.3,7.1,16.3,0.667,0.531,0.371,2.6,2.5,19.1,0.87100561,0.6176,0.3333,97.7114,146.894,6.24867,2.78691,3.46176,4.19477,28.2692,1.28624,2.90853,3.8846,1.0385,1.2308,0.6538,8.1538,Wing G,ND,200.7,ND
32,89.9,119.3,15.9,57.1,61.78,2.4,9.9,11.0,13.4,0.895,0.431,0.431,0.0,1.8,30.5,1.48897738,0.58,0.3333,108.543,195.706,6.24625,5.65976,0.586499,5.1146,35.9688,4.33535,0.77925,4.0625,2.0938,1.1562,0.0,13.75,desconocido,ND,190.5,ND
29,38.7,120.7,17.6,63.5,65.28,5.7,13.9,8.4,17.5,0.808,0.577,0.447,0.7,3.8,19.0,0.87994431,0.6154,0.4167,95.8851,99.1232,6.24608,5.57981,0.666269,4.95418,17.2069,3.43436,1.51982,2.6897,0.7586,1.069,0.1034,6.7241,Wing G,ND,200.7,ND
34,79.6,108.4,12.8,55.4,56.69,6.0,14.9,10.8,21.2,0.617,0.525,0.395,3.3,1.4,33.9,1.28566473,0.5965,0.4318,94.9353,200.996,6.24557,2.03667,4.2089,4.49724,32.2059,1.53479,2.96245,5.6471,1.8529,0.7647,0.9118,6.8529,Wing F,ND,198.1,ND
32,76.0,106.5,21.8,44.2,50.92,5.0,14.2,31.6,21.1,0.793,0.453,0.276,2.5,4.5,43.6,2.17717104,0.549,0.3409,98.203,225.792,6.24229,3.30684,2.93545,5.93574,31.3438,2.94153,2.99421,5.1875,5.375,2.375,0.6875,10.2188,Scoring PG,ND,195.6,ND
31,76.9,109.5,20.3,57.5,59.54,3.5,18.7,24.1,21.9,0.742,0.558,0.398,2.6,2.6,23.2,1.63158748,0.6389,0.4878,96.611,218.732,6.24186,3.11094,3.13092,5.44231,30.871,2.8954,2.54691,6.5806,4.0,1.4194,0.6774,11.3871,Combo G,ND,193.0,ND
