GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FT_per,twoP_per,TP_per,blk_per,stl_per,ftr,ast/tov,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),drtg,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,treb,ast,stl,blk,pts,posicion,ronda,altura_cm,rango_pick
25,46.4,117.6,12.1,53.9,56.58,9.9,10.3,5.8,12.7,0.762,0.558,0.0,7.5,1.8,23.6,1.15384624,0.6393,0.36,93.6136,92.9643,6.72189,1.21015,5.51173,4.16635,19.4,0.820263,3.34609,3.36,0.6,0.6,1.32,4.48,C,ND,203.2,ND
20,46.6,102.5,26.5,46.3,52.04,2.6,14.3,22.3,17.9,0.857,0.403,0.362,0.4,3.6,31.6,1.21999998,0.4805,0.2857,99.9358,124.479,6.71698,4.01839,2.6986,5.76937,29.5,3.16541,2.60396,4.55,3.05,1.9,0.1,14.6,Combo G,ND,182.9,ND
31,77.5,110.0,18.6,48.8,55.2,8.6,24.5,35.4,26.5,0.644,0.49,0.316,0.7,3.1,107.3,2.39476245,0.5306,0.4545,90.5821,207.631,6.71572,2.63465,4.08108,6.29951,31.129,2.9355,3.364,8.2903,5.871,1.5484,0.1935,6.6129,Wing G,ND,198.1,ND
30,37.1,103.4,11.4,49.4,51.95,5.7,14.2,7.4,22.6,0.722,0.5,0.327,4.3,2.6,22.5,1.04554761,0.5185,0.0,90.5759,101.557,6.70897,1.86454,4.84443,5.11666,15.5667,0.967601,4.14906,2.8667,0.7667,0.7333,0.7333,3.0667,Wing F,ND,200.7,ND
37,53.8,116.9,13.0,50.0,54.14,5.6,12.9,15.0,13.2,0.737,0.47,0.395,1.1,2.5,37.3,2.65218799,0.5738,0.3519,93.5091,151.013,6.70797,3.32165,3.38632,6.07744,21.7297,2.29327,3.78417,3.6757,1.6486,0.9189,0.2162,5.2703,Wing G,ND,195.6,ND
30,81.2,118.9,24.6,53.1,57.6,1.4,11.5,23.2,10.7,0.746,0.516,0.363,1.4,1.8,45.9,2.4130959,0.6463,0.4118,99.948,185.988,6.70485,5.48391,1.22095,7.7432,34.2333,5.83078,1.91241,4.2,3.7,1.0333,0.4,17.6333,Combo G,ND,190.5,ND
33,76.2,107.8,22.6,55.0,55.88,4.4,14.4,15.9,16.5,0.589,0.442,0.426,1.0,1.8,31.3,1.19997971,0.473,0.4125,99.47,184.99,6.70468,4.83988,1.8648,6.25922,30.6061,5.21748,1.04174,5.0303,2.3636,0.9394,0.2727,13.303,Wing G,ND,195.6,ND
26,42.5,134.4,19.8,68.6,70.26,12.5,14.2,7.8,12.4,0.778,0.662,0.6,3.1,2.3,30.4,0.70007799,0.58,0.3333,93.6053,93.3202,6.70029,5.17243,1.52786,8.86572,19.5385,7.30618,1.55955,4.3077,0.5385,0.7308,0.4615,9.1538,desconocido,ND,198.1,ND
32,87.3,115.4,21.6,53.0,58.98,1.6,12.6,21.6,17.0,0.856,0.514,0.368,0.5,2.2,40.2,1.74665072,0.7033,0.3675,98.116,215.571,6.69871,5.01974,1.67897,6.09961,36.4062,4.23339,1.86622,4.7812,4.0938,1.4062,0.1875,15.9375,Combo G,ND,195.6,ND
33,75.2,118.6,26.6,54.4,61.07,1.9,7.8,21.8,18.2,0.838,0.516,0.385,0.5,2.8,51.5,1.24135188,0.6455,0.3796,102.628,178.137,6.69851,6.69838,0.000126135,8.59708,30.303,7.2029,1.39418,2.697,3.2727,1.5455,0.1212,18.2424,Scoring PG,ND,188.0,ND
29,77.4,113.3,25.9,56.0,58.02,11.5,20.1,20.8,16.0,0.647,0.58,0.317,4.5,1.3,41.0,1.41424206,0.6532,0.2778,97.3195,198.172,6.69423,3.82064,2.8736,5.66076,30.7097,4.08732,1.57345,9.129,3.1935,0.7419,1.4839,17.2258,PF/C,ND,203.2,ND
31,57.3,113.1,16.4,51.7,55.15,10.5,18.5,14.6,18.0,0.654,0.517,0.333,6.9,1.1,53.6,1.47619048,0.6145,0.381,101.215,157.714,6.6933,1.98872,4.70458,4.41551,24.5625,1.65613,2.75938,6.3438,1.9375,0.4688,1.5,6.75,PF/C,ND,205.7,ND
30,89.9,105.9,16.9,51.4,55.19,9.9,15.7,13.2,21.0,0.72,0.51,0.4,2.1,3.0,38.7,1.06665003,0.58,0.3333,91.5719,212.592,6.69011,2.08817,4.60195,4.90238,36.4,1.91932,2.98306,7.3333,2.1333,1.6667,0.6333,9.2333,desconocido,ND,203.2,ND
29,74.1,99.7,35.2,47.3,49.07,4.9,19.5,30.9,15.9,0.624,0.489,0.208,1.4,4.7,22.9,1.30680516,0.628,0.3774,88.8473,225.411,6.68343,2.38833,4.2951,7.77385,30.7931,3.82,3.95386,6.7931,3.9655,2.5172,0.3448,19.2069,Combo G,ND,182.9,ND
36,74.7,109.8,15.3,47.9,51.61,3.9,9.3,17.4,18.6,0.797,0.525,0.295,1.2,1.7,23.9,2.18968417,0.6324,0.3889,99.7008,204.053,6.68275,3.91114,2.77161,4.7651,29.9722,1.85064,2.91446,3.8611,3.5278,0.9444,0.3056,8.5556,Combo G,ND,193.0,ND
34,73.3,117.5,26.1,56.0,59.98,15.0,22.9,9.7,17.6,0.737,0.56,0.0,5.3,1.9,47.7,0.54284048,0.6919,0.3623,91.4288,204.723,6.68275,3.65701,3.02574,8.43429,29.3235,6.90864,1.52565,9.4412,1.1176,0.8529,1.2647,15.1471,C,ND,205.7,ND
34,82.7,104.7,28.6,52.1,56.11,2.6,14.4,24.1,19.8,0.827,0.425,0.412,1.4,3.5,27.5,1.18690226,0.625,0.2636,96.6443,222.128,6.68137,4.72182,1.95955,7.18016,33.3235,5.50486,1.6753,4.6176,3.7353,1.9118,0.5,17.2059,Combo G,ND,188.0,ND
37,66.5,111.2,21.1,57.1,58.42,9.5,15.7,7.2,16.4,0.621,0.571,0.0,2.9,2.7,40.0,0.54239309,0.6319,0.4844,89.5077,212.932,6.67967,2.47312,4.20655,6.88793,27.0541,3.48325,3.40468,5.8378,0.8649,1.2162,0.7027,11.6486,C,ND,203.2,ND
30,75.9,112.0,25.6,57.1,60.87,8.3,18.3,17.7,19.6,0.742,0.581,0.324,7.7,1.2,46.5,0.89875816,0.6667,0.4894,95.0332,198.316,6.67823,2.73938,3.93885,6.82675,30.4667,4.15856,2.66819,7.4667,2.3667,0.6,2.2333,16.1,PF/C,ND,208.3,ND
28,34.1,113.9,20.4,56.6,59.75,13.2,19.9,5.4,16.6,0.671,0.566,0.0,7.6,0.6,61.2,0.42860001,0.6988,0.3261,93.9742,101.776,6.67485,2.40376,4.27109,5.77612,17.6071,3.0262,2.74992,5.2857,0.4286,0.1786,1.3214,7.1071,C,ND,203.2,ND
32,74.4,121.6,15.3,55.1,57.66,0.8,8.0,20.2,14.3,0.754,0.602,0.323,0.3,1.9,25.1,3.58959648,0.7143,0.4923,97.5966,170.667,6.67427,5.21608,1.45819,5.64816,29.875,3.34079,2.30737,2.375,4.375,1.0625,0.0938,9.1562,Scoring PG,ND,195.6,ND
32,52.0,115.2,18.9,66.8,64.06,11.5,13.3,5.1,17.4,0.429,0.668,0.0,5.2,2.2,30.6,0.46509899,0.7786,0.4857,93.3672,150.434,6.67028,3.64247,3.02782,5.06405,22.75,2.60548,2.45857,5.125,0.625,0.9062,1.0938,10.5,C,ND,205.7,ND
31,75.8,107.2,19.1,49.7,52.43,7.0,16.0,14.8,14.6,0.69,0.498,0.0,4.5,2.7,28.8,1.49999988,0.7317,0.4067,93.4716,208.947,6.66744,1.75106,4.91638,5.72268,30.4516,2.35508,3.36761,6.2903,2.3226,1.4839,1.0968,11.2258,C,ND,210.8,ND
34,73.2,108.6,22.7,57.5,58.18,5.4,18.9,18.7,19.3,0.591,0.588,0.314,2.2,2.1,35.8,1.30667759,0.6927,0.3375,96.5874,206.248,6.66552,2.74041,3.92511,5.96677,29.5882,2.64456,3.3222,6.2353,2.8824,1.0588,0.5588,12.2941,Wing G,ND,193.0,ND
33,77.1,108.6,23.5,54.5,55.85,6.8,13.4,12.7,15.1,0.626,0.544,0.367,4.1,1.6,27.5,0.94445127,0.58,0.3333,97.5713,171.685,6.66492,3.44206,3.22286,6.75434,31.303,4.66632,2.08802,4.5758,1.5455,0.7576,1.0606,12.6667,desconocido,ND,200.7,ND
34,95.1,113.0,28.6,52.3,55.84,1.6,13.5,19.8,12.2,0.749,0.486,0.369,0.3,1.3,32.9,1.49254035,0.5472,0.3721,106.075,192.359,6.66464,6.92111,-0.256475,8.54968,38.0588,7.93452,0.615164,4.4118,2.9412,0.7647,0.0882,20.2059,Combo G,ND,182.9,ND
36,69.6,110.9,21.7,52.4,57.04,7.2,12.9,11.2,15.8,0.782,0.536,0.33,3.4,2.2,39.0,0.8772185,0.6339,0.4375,96.7421,186.094,6.66262,3.61281,3.04981,6.77658,27.9167,4.29944,2.47714,4.9444,1.3889,1.0,0.9722,11.9444,Wing F,ND,205.7,ND
34,66.8,124.8,17.2,61.8,64.75,11.3,24.6,4.1,13.5,0.718,0.614,1.0,6.1,1.0,57.4,0.48649146,0.8244,0.2568,96.8975,208.001,6.64874,2.49461,4.15412,7.29238,26.8235,4.38975,2.90263,8.7647,0.5294,0.4706,1.6471,10.4706,PF/C,ND,205.7,ND
35,73.3,127.7,12.5,63.1,63.8,4.4,17.9,5.6,9.6,0.694,0.432,0.454,2.1,1.1,16.5,1.55005252,0.44,0.4211,97.6543,180.644,6.64103,4.22934,2.41169,5.78485,29.5143,3.7762,2.00865,5.2286,0.8857,0.5143,0.4,8.5714,Stretch 4,ND,198.1,ND
36,87.0,116.7,22.4,52.5,56.09,2.5,9.9,38.5,18.9,0.746,0.482,0.397,0.7,3.3,33.3,3.05431225,0.528,0.4194,101.885,240.321,6.64065,5.13808,1.50257,7.13769,35.2778,4.996,2.14169,3.6667,7.8056,2.0,0.2222,12.7778,Pure PG,ND,185.4,ND
31,26.2,113.0,22.0,62.2,62.82,12.5,13.9,6.9,17.9,0.61,0.622,0.0,8.4,2.8,91.1,0.5,0.7222,0.2222,90.0226,80.9497,6.64063,1.46603,5.1746,4.77047,11.3548,1.4508,3.31968,2.6774,0.3871,0.5484,0.9032,5.2258,C,ND,210.8,ND
30,72.6,101.6,28.2,53.3,55.0,8.9,26.5,18.6,18.9,0.616,0.563,0.275,5.8,2.4,37.1,0.82500191,0.6493,0.2414,83.7415,228.127,6.6377,0.413665,6.22403,5.96396,28.5806,1.92775,4.03622,9.0968,2.129,1.2258,1.5484,14.4194,PF/C,ND,203.2,ND
38,84.1,115.8,19.8,52.4,56.92,9.8,17.7,15.2,16.3,0.721,0.502,0.472,2.2,1.7,49.8,1.42858687,0.619,0.3465,99.8005,247.128,6.6375,3.89296,2.74454,5.22302,33.8684,3.76954,1.45348,8.2105,2.6316,0.9474,0.7105,12.2632,PF/C,ND,208.3,ND
37,39.2,118.8,23.2,60.6,61.1,13.2,23.2,5.8,12.0,0.62,0.622,0.2,4.8,1.1,25.3,0.5999704,0.7727,0.4211,94.3667,112.442,6.63252,3.56674,3.06578,5.72177,15.7297,3.39116,2.33062,4.3514,0.4054,0.2703,0.5946,7.3243,C,ND,213.4,ND
20,78.1,115.0,24.6,51.6,54.87,10.8,25.6,10.4,10.3,0.711,0.534,0.311,4.3,2.0,34.4,1.0333333,0.6393,0.3837,97.4409,153.128,6.63227,4.41979,2.21249,7.52846,34.35,6.82869,0.699771,11.05,1.55,1.15,1.25,18.0,Stretch 4,ND,198.1,ND
31,76.2,112.4,28.6,52.4,57.2,9.9,27.3,15.4,15.2,0.719,0.563,0.159,0.5,2.9,55.3,0.92958402,0.6681,0.2436,92.8902,207.552,6.63082,4.15212,2.4787,7.08074,30.6364,4.75277,2.32797,8.9091,2.0,1.4848,0.1212,16.2121,Wing F,ND,195.6,ND
26,57.1,109.4,21.4,53.8,58.53,3.7,14.0,10.9,18.0,0.871,0.482,0.38,0.3,2.6,29.8,0.80437487,0.5882,0.3235,95.4102,132.26,6.63051,3.86087,2.76964,6.98649,29.1923,4.34148,2.64501,4.1154,1.4231,1.1923,0.0769,12.0769,Wing G,ND,193.0,ND
33,77.2,106.3,26.8,52.5,55.55,4.5,17.5,22.9,19.4,0.772,0.5,0.371,2.3,3.1,25.1,1.25271971,0.6316,0.3684,98.6274,220.304,6.62967,3.72781,2.90186,6.32534,31.0,4.21004,2.1153,5.7879,3.4545,1.6364,0.6667,15.1818,Wing G,ND,193.0,ND
30,75.1,115.2,22.0,58.3,61.09,7.5,16.6,12.5,18.3,0.805,0.603,0.377,2.4,2.8,25.0,0.88526042,0.7158,0.3696,98.2722,190.69,6.62178,5.23372,1.38806,6.87091,30.6667,5.5082,1.36271,6.3333,1.8,1.4,0.6,14.0333,Wing F,ND,203.2,ND
31,66.3,114.4,16.6,53.4,55.61,5.3,15.0,11.6,11.8,0.677,0.639,0.261,2.6,1.4,30.0,2.0715236,0.7073,0.4865,93.9082,159.882,6.62086,3.76723,2.85364,4.96541,26.8387,2.50573,2.45968,4.7097,1.871,0.6452,0.6452,8.4839,Stretch 4,ND,200.7,ND
33,64.7,105.7,15.6,51.7,55.32,3.8,13.2,12.6,21.6,0.726,0.5,0.354,2.0,3.0,35.8,1.21282122,0.625,0.2593,97.29,162.749,6.61915,2.30809,4.31106,4.82621,25.9697,0.818591,4.00762,3.7576,1.7273,1.2727,0.4545,6.7879,Wing G,ND,200.7,ND
25,62.5,126.6,18.3,62.0,63.25,3.4,10.7,8.0,10.2,0.775,0.637,0.409,0.7,2.4,14.1,1.15384624,0.7222,0.5682,105.381,136.046,6.61444,6.84698,-0.232546,7.40542,31.24,6.93374,0.47168,3.76,1.2,1.32,0.2,15.28,Wing G,ND,188.0,ND
33,62.9,126.9,17.1,61.7,63.32,1.4,9.0,14.3,10.9,0.745,0.5,0.455,0.1,1.5,22.9,2.23996833,0.7,0.4328,94.2861,133.564,6.60137,5.19077,1.41061,7.69113,25.3333,5.26653,2.42459,2.303,1.697,0.6061,0.0303,10.2121,Combo G,ND,185.4,ND
36,59.5,124.7,12.7,69.9,67.56,11.8,19.7,6.9,18.5,0.538,0.699,0.0,4.4,1.9,44.5,0.97295197,0.7481,0.0909,95.9052,189.632,6.59814,3.12197,3.47617,3.40202,24.7778,1.76322,1.6388,6.6667,1.0,0.8056,1.0556,6.6389,C,ND,203.2,ND
28,75.8,114.3,30.4,54.0,59.76,1.7,13.2,34.3,18.2,0.836,0.519,0.37,1.4,2.4,43.1,1.72279674,0.5827,0.3793,102.084,196.221,6.59384,6.38793,0.205904,7.09118,35.8929,6.54215,0.54903,5.0357,6.2143,1.5714,0.5,22.5714,Scoring PG,ND,193.0,ND
31,68.9,108.7,22.9,56.9,60.31,8.1,23.4,19.0,21.2,0.678,0.591,0.091,6.5,1.0,64.5,1.01410295,0.7925,0.4035,92.0235,200.487,6.59085,1.26626,5.32459,6.85599,28.6774,3.19026,3.66573,8.2581,2.3226,0.4516,1.6774,11.7419,C,ND,210.8,ND
33,86.7,114.0,24.9,51.0,54.91,5.0,15.1,17.1,12.0,0.756,0.544,0.317,0.4,1.6,33.5,1.49013259,0.7128,0.3909,101.415,179.691,6.58989,5.96384,0.626052,7.32787,35.3333,6.27049,1.05738,5.8485,2.303,0.8182,0.1212,15.5455,Wing G,ND,198.1,ND
31,76.1,121.5,16.2,56.8,58.4,6.2,12.7,16.4,13.1,0.607,0.59,0.36,1.7,2.7,61.3,2.71429966,0.6892,0.3548,95.8165,180.283,6.58938,4.06385,2.52554,5.42239,29.9412,2.65583,2.76656,4.5882,2.7941,1.4706,0.3824,9.2059,Combo G,ND,185.4,ND
35,69.4,111.5,20.2,50.8,55.33,9.8,17.2,11.8,15.8,0.688,0.508,0.0,0.6,2.4,55.6,1.09995807,0.6173,0.3059,92.3762,179.375,6.58891,3.66503,2.92388,6.344,27.7714,3.63474,2.70926,6.4,1.5714,1.0571,0.1429,9.9143,PF/C,ND,205.7,ND
27,42.5,110.4,23.2,52.1,57.65,7.5,18.6,15.1,16.9,0.806,0.568,0.242,2.4,3.6,43.1,1.25815191,0.6176,0.4884,84.3877,108.461,6.58706,1.86496,4.7221,6.74853,18.1071,2.55056,4.19797,3.5714,1.3929,1.0357,0.3571,7.2143,Wing G,ND,185.4,ND
25,57.6,107.6,22.1,51.5,54.18,12.6,25.0,8.3,16.0,0.762,0.521,0.0,9.8,1.4,21.4,0.63894096,0.6023,0.4528,86.5334,145.119,6.58219,0.148923,6.43326,5.25015,22.5926,1.65789,3.59226,7.5556,0.8519,0.6296,1.9259,9.3333,C,ND,210.8,ND
33,66.8,101.8,18.5,50.0,51.67,6.7,18.1,11.6,18.4,0.6,0.518,0.307,1.9,4.4,30.6,1.12961381,0.6581,0.2075,92.9069,214.464,6.58157,1.3062,5.27537,4.69843,27.7273,0.607125,4.0913,5.6667,1.8485,2.0909,0.4848,8.7879,Wing G,ND,193.0,ND
34,52.9,105.3,15.2,59.3,61.29,7.2,16.7,5.2,24.0,0.672,0.597,0.0,12.5,1.0,44.1,0.45835101,0.7157,0.3023,92.5995,164.363,6.56464,-1.76945,8.33409,2.90984,23.8235,-1.39313,4.30297,4.7941,0.6471,0.3824,2.1471,6.3235,C,ND,205.7,ND
20,42.8,112.7,18.5,60.7,60.18,15.0,22.2,7.5,18.2,0.553,0.621,0.0,12.6,2.6,52.8,0.57144082,0.6377,0.5556,97.7058,100.282,6.56352,0.128291,6.43523,3.26144,19.375,0.426796,2.83464,6.0833,0.6667,1.125,2.4583,6.7917,C,ND,205.7,ND
24,19.3,115.0,11.1,51.9,54.17,14.4,25.0,4.9,20.7,0.588,0.519,0.0,6.8,2.0,63.0,0.88888883,0.5833,0.0,84.0165,56.0838,6.56052,1.07269,5.48783,5.99647,10.76,2.51337,3.4831,3.8,0.32,0.4,0.56,1.92,PF/C,ND,200.7,ND
29,70.4,110.3,17.7,53.4,55.99,3.2,15.7,14.0,14.7,0.755,0.542,0.352,0.9,3.1,23.6,1.73682484,0.6545,0.3214,87.3822,162.154,6.55932,2.748,3.81131,6.05026,28.0,2.16303,3.88722,3.9355,2.129,1.3548,0.1935,8.8387,Wing G,ND,193.0,ND
31,58.0,115.0,21.8,68.4,66.57,7.8,21.7,10.0,18.9,0.562,0.69,0.25,4.8,1.7,50.7,0.71151785,0.7605,0.3611,93.2434,165.635,6.55556,2.105,4.45055,6.35184,23.3871,3.11586,3.23598,6.3548,1.1935,0.7097,1.0323,11.0323,PF/C,ND,200.7,ND
21,16.5,133.7,8.4,57.9,60.47,11.5,13.1,10.9,18.4,0.714,0.533,0.5,4.2,1.3,36.8,2.66653896,0.5,0.6667,103.557,40.3721,6.54822,3.51997,3.02824,2.73751,10.3478,0.673209,2.0643,2.3478,0.6957,0.3478,0.4348,1.3913,PF/C,ND,200.7,ND
28,84.3,99.8,25.8,48.2,53.39,1.7,19.5,21.5,15.0,0.784,0.444,0.348,3.9,2.9,37.5,1.25395881,0.6585,0.3721,94.8712,213.592,6.54711,1.87888,4.66823,6.57787,34.7931,3.32736,3.25051,5.8276,2.7241,1.7586,1.1379,14.8276,Wing G,ND,195.6,ND
32,76.2,105.9,19.7,49.8,53.76,5.4,13.6,18.4,16.6,0.691,0.517,0.268,0.4,4.5,44.0,1.41172046,0.6512,0.4228,94.1425,197.012,6.54498,2.74939,3.79558,6.15266,30.4688,2.34819,3.80448,4.5625,2.25,2.1875,0.0938,10.1562,Combo G,ND,195.6,ND
30,70.9,98.6,26.0,50.2,53.23,6.8,29.0,15.7,17.3,0.634,0.607,0.145,6.3,3.0,47.5,0.82538098,0.7333,0.3662,87.4419,217.616,6.54442,0.200164,6.34426,5.6301,30.5,1.65567,3.97443,8.1667,1.7333,1.4,1.6667,12.2667,Stretch 4,ND,200.7,ND
35,61.5,121.5,22.5,60.7,65.24,14.0,22.6,10.0,18.5,0.85,0.609,0.333,3.9,1.5,39.1,0.700006,0.7081,0.4348,98.7591,182.42,6.53491,3.28315,3.25176,6.50322,24.75,4.59563,1.90759,8.0278,1.1667,0.5833,0.8889,11.1111,C,ND,208.3,ND
30,31.4,106.0,17.5,57.8,59.55,2.2,11.2,17.3,25.7,0.657,0.62,0.35,1.0,3.5,38.9,1.50004423,0.7,0.3,92.6287,89.0647,6.53454,3.15618,3.37836,5.5011,13.4667,1.81378,3.68732,1.6,1.7,0.8667,0.1333,4.2333,Combo G,ND,185.4,ND
33,76.7,104.3,19.2,44.2,47.69,9.3,13.1,20.8,16.2,0.62,0.442,0.0,3.3,3.2,41.9,2.03629922,0.6311,0.3161,98.4978,205.371,6.53177,2.39264,4.13913,4.66121,31.6061,1.99057,2.67063,6.1212,3.3939,1.697,1.0303,8.9394,PF/C,ND,198.1,ND
20,12.8,112.3,20.7,53.3,57.33,2.2,8.9,18.6,17.8,0.765,0.467,0.438,0.0,5.9,37.0,1.60000002,0.6,0.4,97.525,35.9518,6.52809,4.5373,1.99079,5.60434,7.45,1.2583,4.34603,0.8,0.8,0.8,0.0,3.1,Scoring PG,ND,182.9,ND
4,13.7,109.1,34.5,54.1,55.81,1.3,14.6,29.8,13.4,0.7,0.389,0.419,2.6,3.9,20.4,1.57142857,0.4286,0.25,100.994,19.6785,6.52472,7.03574,-0.51102,9.68408,23.75,8.90205,0.782029,3.0,2.75,1.5,0.5,15.0,Scoring PG,ND,188.0,ND
33,66.0,112.7,19.0,59.2,58.86,10.3,17.7,11.2,16.1,0.55,0.594,0.0,7.7,1.1,61.5,1.02173759,0.7258,0.4091,91.8995,187.103,6.5211,2.08585,4.43526,5.30233,26.7879,2.65639,2.64594,6.6364,1.4242,0.5152,1.9394,9.8182,C,ND,205.7,ND
32,70.7,110.5,17.8,52.2,54.68,4.1,13.4,14.7,16.5,0.718,0.458,0.378,2.9,1.5,24.5,1.61538462,0.5125,0.3421,100.482,186.212,6.51806,3.58413,2.93392,6.04351,30.9375,3.248,2.79551,5.2812,2.625,0.8438,0.875,11.0625,Stretch 4,ND,205.7,ND
33,83.7,108.8,24.6,46.9,51.65,7.0,16.0,25.6,16.2,0.676,0.466,1.0,1.3,2.6,51.3,2.00004271,0.6067,0.322,100.309,218.344,6.51447,3.56459,2.94988,6.00751,33.6061,3.93764,2.06987,6.6061,4.6667,1.5152,0.3939,13.8182,Wing G,ND,193.0,ND
32,49.4,112.8,30.4,53.4,56.33,15.2,27.7,8.9,12.1,0.73,0.541,0.25,5.6,1.4,30.2,0.50004211,0.748,0.3813,86.6508,147.668,6.50607,2.73326,3.77281,8.50807,21.5938,6.27646,2.23161,7.1875,0.5938,0.4375,0.9375,11.875,C,ND,213.4,ND
36,55.7,126.9,12.4,60.3,60.25,5.3,14.0,14.1,11.2,0.567,0.584,0.464,0.1,3.1,18.2,3.24982017,0.807,0.425,102.126,159.275,6.49678,4.5068,1.98997,5.56581,22.2778,2.91045,2.65536,3.9722,1.8056,1.25,0.0278,6.0,Wing G,ND,190.5,ND
35,69.6,132.2,18.1,64.4,66.69,1.5,6.5,9.7,10.0,0.84,0.482,0.481,0.1,0.9,21.9,1.73340333,0.6071,0.439,101.864,134.723,6.49649,7.36293,-0.866443,7.7433,28.0286,7.47687,0.266428,2.0857,1.4857,0.4,0.0286,14.4286,Combo G,ND,190.5,ND
31,64.5,112.6,15.1,55.0,59.4,10.8,16.0,4.2,20.3,0.804,0.55,0.0,10.7,2.3,37.1,0.3947626,0.7262,0.3284,99.2595,158.7,6.49469,0.653849,5.84084,3.97907,25.9032,0.941844,3.03722,5.5161,0.4839,0.9355,2.2903,6.8065,C,ND,205.7,ND
26,86.2,110.6,29.8,53.0,56.89,7.4,17.7,31.4,18.1,0.715,0.536,0.304,2.7,2.5,43.9,1.49314384,0.5912,0.4444,95.5038,163.944,6.49117,4.22533,2.26584,7.03257,34.6538,5.59061,1.44196,6.3462,4.1923,1.3077,0.8077,16.5,Wing G,ND,200.7,ND
33,63.5,114.3,18.0,54.2,56.46,4.0,7.8,18.4,17.0,0.755,0.475,0.391,0.3,3.5,21.0,1.89590935,0.5946,0.4127,102.985,163.874,6.49065,5.09612,1.39453,6.32849,26.2727,3.85129,2.47721,2.7273,2.7576,1.6667,0.0606,9.4848,Scoring PG,ND,190.5,ND
34,78.6,125.7,15.9,65.4,66.61,2.4,9.8,20.6,19.7,0.714,0.404,0.487,0.0,2.0,28.5,2.22410467,0.5455,0.3143,100.824,177.792,6.48586,5.92038,0.565486,6.9066,31.6765,5.96624,0.940361,3.3824,3.7941,1.0882,0.0,10.9412,Scoring PG,ND,180.3,ND
31,86.9,113.4,25.1,46.9,55.4,1.8,9.7,29.2,15.1,0.811,0.456,0.322,0.5,1.6,59.6,2.1449366,0.5556,0.2769,98.4122,184.296,6.48373,6.13877,0.344962,6.84911,34.7419,4.96051,1.8886,3.6452,4.7742,0.9677,0.1613,16.3226,Scoring PG,ND,182.9,ND
31,48.4,122.4,12.6,65.0,65.55,10.1,19.3,3.6,16.4,0.65,0.65,0.0,16.0,0.5,40.0,0.50007274,0.7746,0.3448,102.131,130.418,6.48236,-0.395247,6.8776,3.61266,19.5938,0.500785,3.11187,4.625,0.3438,0.1562,2.5,5.125,C,ND,213.4,ND
33,76.8,105.1,27.7,53.7,56.24,4.9,16.9,16.8,15.9,0.679,0.52,0.369,1.7,2.8,35.0,0.92500614,0.6532,0.3505,100.692,217.997,6.47964,4.40439,2.07526,7.29319,31.0606,5.83197,1.46122,6.0303,2.2424,1.5152,0.4848,17.7273,Wing G,ND,198.1,ND
33,74.2,113.7,13.9,50.2,53.99,2.1,9.5,18.4,14.9,0.729,0.5,0.336,0.1,2.8,34.7,2.79413749,0.5882,0.4615,99.4584,168.348,6.47963,3.14113,3.3385,4.57235,30.0303,0.543712,4.02864,3.0303,2.8788,1.3636,0.0303,7.697,Scoring PG,ND,188.0,ND
31,40.3,112.5,21.9,53.7,56.86,3.9,15.0,5.6,14.5,0.754,0.515,0.375,3.2,3.7,29.8,0.464349,0.7069,0.2667,88.602,114.365,6.47497,2.56588,3.90908,8.65823,17.8065,3.9395,4.71873,2.871,0.4194,1.0323,0.5161,8.0,Wing G,ND,200.7,ND
34,63.4,116.3,11.6,54.5,58.29,5.9,11.6,21.3,25.3,0.686,0.543,0.368,2.4,2.8,57.3,2.6137083,0.5769,0.4444,95.9903,170.461,6.47496,2.37106,4.1039,5.00131,27.7647,0.996324,4.00499,4.1765,3.3824,1.2353,0.6471,3.8824,Scoring PG,ND,195.6,ND
37,78.2,119.8,19.8,53.8,57.57,1.8,7.4,29.6,18.3,0.816,0.53,0.366,0.3,2.6,27.8,3.06669957,0.5905,0.4286,94.5726,207.976,6.45487,5.13223,1.32264,6.46807,31.2703,3.97396,2.49411,2.7297,6.2162,1.4595,0.1081,11.027,Pure PG,ND,190.5,ND
36,82.4,108.5,25.0,43.2,52.35,2.8,10.2,28.6,14.3,0.808,0.464,0.229,0.6,3.4,59.1,2.12676187,0.5145,0.3898,93.6365,226.083,6.45415,4.04727,2.40688,6.15266,34.0,2.72278,3.42988,4.0833,4.1944,1.8611,0.1944,14.75,Scoring PG,ND,188.0,ND
37,42.2,112.6,14.1,58.9,60.94,12.7,23.5,2.8,20.3,0.636,0.589,0.0,6.7,1.5,69.5,0.32263069,0.7612,0.1786,83.4849,152.218,6.45415,0.613107,5.84104,4.9862,17.4324,0.208908,4.7773,5.3243,0.2703,0.4324,0.9189,4.1622,C,ND,203.2,ND
35,78.5,128.8,18.6,63.8,67.35,0.6,13.4,13.8,13.3,0.867,0.524,0.462,0.2,2.0,31.1,1.71113021,0.6,0.4932,95.893,189.123,6.44965,5.80959,0.640059,6.77514,31.7429,5.45611,1.31903,3.8571,2.2,1.0286,0.0571,13.9143,Combo G,ND,188.0,ND
